,Name,Nicknames
828,Alesha,"Alease,Alecia,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lesia,Lisha,Lyssa"
829,Alesia,"Alease,Alecia,Alesha,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lesia,Lisha,Lyssa"
830,Alessa,"Alessandra,Sandra"
831,Alessandra,"Alessa,Sandra"
832,Alessandro,"Ale,Alex,Sandro"
833,Alessia,
834,Alessio,
835,Alesya,"Aleks,Aleksandra,Aleksandrina,Alexandra,Aliaksandra,Alya,Asya,Sanya,Sasha,Sashenka,Shura"
836,Aleta,
837,Aletha,"Alethea,Letha"
838,Alethea,"Aletha,Letha"
839,Alevtina,
840,Álex,"Ale,Alejandro"
841,Àlex,Alexandre
842,Alex,"Al,Ale,Alec,Alekos,Aleks,Aleksander,Aleksandr,Aleksei,Aleksey,Aleš,Alessandro,Alexa,Alexander,Alexandr,Alexandra,Alexandre,Alexandrea,Alexandria,Alexandros,Alexandru,Alexei,Alexey,Alexina,Alexsandr,Ali,Alik,Allie,Ally,Alyosha,Lex,Lexa,Lexi,Lexie,Lexine,Lexy,Lyosha,Sander,Sandie,Sándor,Sandro,Sandu,Sandy,Sanya,Sanyi,Sasha,Sashok,Shura,Xande,Xander,Xandra,Zander,Zandra"
843,Alexa,"Alex,Alexandra,Alexandrea,Alexandria,Alexina,Ali,Allie,Ally,Lexa,Lexi,Lexie,Lexine,Lexy,Sandie,Sandy,Szandra,Zandra"
844,Alexander,"Al,Alec,Aleksander,Aleš,Alex,Alexandros,Lex,Sander,Sándor,Sandy,Sanyi,Xander,Zander"
845,Alexandr,"Aleks,Aleksandr,Aleš,Alex,Alexsandr,Alik,Sanya,Sasha,Sashok,Shura"
846,Alexandra,"Aleka,Aleks,Aleksandra,Aleksandrina,Alesya,Alex,Alexa,Alexandrea,Alexandria,Alexandrina,Alexandrine,Alexina,Ali,Allie,Ally,Alya,Andra,Asya,Lesya,Lexa,Lexi,Lexie,Lexine,Lexy,Oleksandra,Olesya,Sanda,Sandie,Sandy,Sanya,Sasha,Sashenka,Shura,Szandra,Xandra,Zandra"
847,Alexandre,"Àlex,Alex,Xande"
848,Alexandrea,"Alex,Alexa,Alexandra,Alexandria,Alexina,Ali,Allie,Ally,Lexa,Lexi,Lexie,Lexine,Lexy,Sandie,Sandy,Zandra"
849,Alexandria,"Alex,Alexa,Alexandra,Alexandrea,Alexina,Ali,Allie,Ally,Lexa,Lexi,Lexie,Lexine,Lexy,Sandie,Sandy,Zandra"
850,Alexandrie,"Alexandra,Alexandrine"
851,Alexandrina,"Alex,Alexa,Alexandra,Alexandrea,Alexandria,Alexina,Ali,Allie,Ally,Lexa,Lexi,Lexie,Lexine,Lexy,Sandie,Sandy,Zandra"
852,Alexandrine,Alexandra
853,Alexandros,"Alekos,Alex,Alexander"
854,Alexandru,"Alex,Sandu"
855,Alexei,"Aleks,Aleksei,Aleksey,Alex,Alexey,Alyosha,Lyosha"
856,Alexej,Aleš
857,Alexey,"Aleks,Aleksei,Aleksey,Alex,Alexei,Alyosha,Lyosha"
858,Alèxia,
859,Alexia,"Alexina,Alexis,Alexus,Lexi,Lexia,Lexie,Lexine,Lexus,Lexy"
860,Alexina,"Alex,Alexa,Alexandra,Alexandrea,Alexandria,Alexia,Alexis,Alexus,Ali,Allie,Ally,Lexa,Lexi,Lexia,Lexie,Lexine,Lexus,Lexy,Sandie,Sandy,Zandra"
861,Alexios,Alexius
862,Alexis,"Alejo,Alexia,Alexina,Alexus,Lexi,Lexia,Lexie,Lexine,Lexus,Lexy"
863,Alexius,Alexios
864,Alexsandr,"Aleks,Aleksandr,Alex,Alexandr,Alik,Sanya,Sasha,Sashok,Shura"
865,Alexus,"Alexia,Alexina,Alexis,Lexi,Lexia,Lexie,Lexine,Lexus,Lexy"
866,Aleyna,
867,Alf,"Adolf,Alfie,Alfr,Alfred,Alv"
868,Alfarr,
869,Alfbern,
870,Alfeo,
871,Alfhard,
872,Alfher,
873,Alfhild,
874,Alfhildr,
875,Alfia,Alfiya
876,Alfie,"Alf,Alfred"
877,Alfio,
878,Alfiya,Alfia
879,Alfons,"Adalfuns,Fons,Hadufuns,Hildefons"
880,Alfonsina,
881,Alfonso,"Alonso,Ildefonso"
882,Alfonz,
883,Alfr,Alf
884,Alfréd,
885,Alfred,"Alf,Alfie,Fred"
886,Alfreda,"Freda,Freddie"
887,Alfredas,
888,Alfredo,
889,Alfvin,
890,Alfwin,"Alboin,Alwin"
891,Algar,
892,Algautr,
893,Alger,
894,Algernon,
895,Algimantas,
896,Algirdas,
897,Algot,
898,Alhaji,
899,Al-Hasan,"Hasan,Hassan,Hisein,Husain,Husayn,Hussain,Hussein"
900,Alhassan,"Alassane,Lassana"
901,Alheri,
902,'Ali,Ali
903,Əli,
904,Ali,"Alease,Alecia,Alesha,Alesia,Alex,Alexa,Alexandra,Alexandrea,Alexandria,Alexina,'Ali,Alice,Alicia,Alija,Alisha,Alison,Alissa,Allie,Allison,Ally,Allyson,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyson,Alyssa,Alyssia,Lexa,Lexi,Lexie,Lexine,Lexy,Sandie,Sandy,Zandra"
905,Alia,Alya
906,Aliah,"Aaliyah,Aleah"
907,Aliaksandr,
908,Aliaksandra,Alesya
909,Aliaksei,
910,Alica,
911,Alice,"Alease,Alecia,Alesha,Alesia,Ali,Alícia,Alicia,Alisha,Alison,Alissa,Alix,Allie,Ally,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lisha"
912,Alícia,Alice
913,Alicia,"Alease,Alecia,Alesha,Alesia,Ali,Alice,Alisha,Alissa,Allie,Ally,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lesia,Lisha,Lyssa"
914,Alicja,
915,Alida,"Adelheid,Heida,Heide,Heidi"
916,Aliénor,Eléonore
917,Alienòr,
918,Aliisa,"Alisa,Alli,Iisa"
919,Alija,Ali
920,Alik,"Albert,Aleks,Aleksandr,Alex,Alexandr,Alexsandr,Sanya,Sasha,Sashok,Shura"
921,Alikhan,
922,Aliki,Kiki
923,Alim,
924,Alimjan,
925,Alin,
926,Alīna,
927,Alina,"Adela,Adelia,Adelina,Albina,Alda,Alya"
928,Alinafe,
929,Aline,"Adaline,Adalyn,Adalynn,Addie,Addilyn,Addy,Adela,Adèle,Adelia,Adélie,Adelina,Adeline,Adella,Adelyn,Adelynn,Aileen,Alda,Alene,Aude,Eileen,Ilene,Lina,Line,Lyna"
930,Aliona,"Alyona,Alyonka,Elena,Lena,Yelena"
931,Aliprand,
932,Alis,
933,Alisa,"Aliisa,Alli,Iisa"
934,Alise,"Alease,Alecia,Alesha,Alesia,Ali,Alice,Alicia,Alisha,Alissa,Allie,Ally,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia"
935,Alisha,"Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lesia,Lisha,Lyssa"
936,Alisher,
937,Alishia,"Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lesia,Lisha,Lyssa"
938,Alisia,"Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lesia,Lisha,Lyssa"
939,Alison,"Ali,Alice,Alix,Allie,Allison,Ally,Allyson,Alyson"
940,Alissa,"Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lesia,Lisha,Lyssa"
941,Alistair,"Alasdair,Alastair,Alister,Ally"
942,Alister,"Alasdair,Alastair,Alistair,Ally"
943,Alisya,"Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lesia,Lisha,Lyssa"
944,Alita,
945,Alivia,"Liv,Livia,Livvy,Livy,Olivia,Ollie"
946,Alix,"Alice,Alison"
947,Aliya,"Aliyah,Aliyya,Aliyyah"
948,Aliyah,"Aliya,Aliyya,Aliyyah"
949,Aliye,
950,Aliyya,"Aliya,Aliyah,Aliyyah"
951,Aliyyah,"Aliya,Aliyah,Aliyya"
952,Alíz,Aliz
953,Aliz,Alíz
954,Aliza,
955,Alizée,
956,Alja,"Aleksandra,Saša,Saška"
957,Aljaž,
958,Aljoša,
959,Alkaios,Alcaeus
960,Alke,Aldert
961,Alkeides,Alcides
962,Alkibiades,Alcibiades
963,Alkippe,Alcippe
964,Alkiviadis,
965,Alkmene,Alcmene
966,Alkmini,
967,Alkyone,"Alcyone,Halcyone,Halkyone"
968,Alla,Allochka
969,Allah,
970,Allan,"Ailean,Al,Alan,Allen,Allyn"
971,Allana,"Alaina,Alana,Alanna,Alannah,Alayna,Allyn,Lana"
972,Allannah,"Alaina,Alana,Alanna,Alannah,Alayna,Allyn"
973,Allard,
974,Alle,Aldert
975,Allegra,
976,Allegria,
977,Allen,"Al,Alan,Allan,Allyn"
978,Alli,"Aliisa,Alisa,Iisa"
979,Allie,"Alease,Alecia,Alesha,Alesia,Alex,Alexa,Alexandra,Alexandrea,Alexandria,Alexina,Ali,Alice,Alicia,Alisha,Alison,Alissa,Allison,Ally,Allyson,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyson,Alyssa,Alyssia,Lexa,Lexi,Lexie,Lexine,Lexy,Sandie,Sandy,Zandra"
980,Allison,"Ali,Alison,Allie,Ally,Allyson,Alyson"
981,Allissa,"Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lesia,Lisha,Lyssa"
982,Allochka,Alla
983,Allon,
984,Allovera,
985,Ally,"Alasdair,Alastair,Alease,Alecia,Alesha,Alesia,Alex,Alexa,Alexandra,Alexandrea,Alexandria,Alexina,Ali,Alice,Alicia,Alisha,Alison,Alissa,Alistair,Alister,Allie,Allison,Allyson,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyson,Alyssa,Alyssia,Lexa,Lexi,Lexie,Lexine,Lexy,Sandie,Sandy,Zandra"
986,Allycia,"Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lesia,Lisha,Lyssa"
987,Allyn,"Al,Alaina,Alan,Alana,Alanna,Alannah,Alayna,Allan,Allen,Lana"
988,Allyson,"Ali,Alison,Allie,Allison,Ally,Alyson"
989,Alma,
990,Almas,
991,Almast,
992,Almir,Almiro
993,Almira,Elmira
994,Almiro,Almir
995,Almog,
996,Álmos,
997,Almudena,
998,Alodia,
999,Álǫf,
1000,Alois,
1001,Aloisia,
1002,Aloísio,
1003,Aloisio,Alvise
1004,Alojz,"Alojzij,Alojzije,Lojze"
1005,Alojzia,
1006,Alojzij,"Alojz,Lojze"
1007,Alojzija,
1008,Alojzije,Alojz
1009,Alojzy,
1010,Alon,
1011,Alona,
1012,Alondra,
1013,Alonso,Alfonso
1014,Alonzo,"Alphonso,Lon,Lonnie,Lonny"
1015,Aloys,Aloysius
1016,Aloysius,Aloys
1017,Alp,
1018,Alparslan,Alpaslan
1019,Alpaslan,Alparslan
1020,Alperen,
1021,Alpertti,"Albert,Altti,Pertti"
1022,Alpha,
1023,Alphaeus,
1024,Alphaios,
1025,Alphege,
1026,Alphius,
1027,Alphonse,
1028,Alphonsine,
1029,Alphonso,Alonzo
1030,Alphonsus,
1031,Alphonzo,"Alonzo,Alphonso"
1032,Alpin,Ailpean
1033,Alta,
1034,Altagracia,
1035,Altair,
1036,Altan,
1037,Altansarnai,
1038,Altantsetseg,
1039,Alte,Aldert
1040,Alter,
1041,Althea,
1042,Alton,
1043,Altti,Albert
1044,Altwidus,
1045,Aludra,
1046,Alun,
1047,Alv,Alf
1048,Alva,
1049,Alvah,
1050,Alvar,
1051,Álvaro,
1052,Alvena,"Alvina,Elvina"
1053,Alvilda,
1054,Alvilde,"Alfhild,Vilde"
1055,Alvin,Elvin
1056,Alvina,"Alvena,Elvina"
1057,Alvis,Alvíss
1058,Alvise,
1059,Alvíss,Alvis
1060,Alwilda,
1061,Alwin,"Adalwin,Alboin,Alfwin"
1062,Alwine,
1063,Alwyn,
1064,Alya,"Albina,Aleks,Aleksandra,Aleksandrina,Alesya,Alexandra,Alia,Alina,Asya,Sanya,Sasha,Sashenka,Shura"
1065,Alyce,"Alease,Alecia,Alesha,Alesia,Ali,Alice,Alicia,Alisha,Alissa,Allie,Ally,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia"
1066,Alycia,"Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lesia,Lisha,Lyssa"
1067,Alyona,"Aliona,Alyonka,Elena,Lena,Yelena"
1068,Alyonka,"Aliona,Alyona,Elena,Lena,Yelena"
1069,Alyosha,"Aleks,Aleksei,Aleksey,Alex,Alexei,Alexey,Lyosha"
1070,Alys,"Alease,Alecia,Alesha,Alesia,Ali,Alice,Alicia,Alisha,Alissa,Allie,Ally,Alyce,Alycia,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia"
1071,Alysa,"Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lesia,Lisha,Lyssa"
1072,Alyse,"Alease,Alecia,Alesha,Alesia,Ali,Alice,Alicia,Alisha,Alissa,Allie,Ally,Alyce,Alycia,Alys,Alysa,Alysha,Alysia,Alyssa,Alyssia"
1073,Alysha,"Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysia,Alyssa,Alyssia,Lesia,Lisha,Lyssa"
1074,Alysia,"Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alyssa,Alyssia,Lesia,Lisha,Lyssa"
1075,Alyson,"Ali,Alison,Allie,Allison,Ally,Allyson"
1076,Alyssa,"Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssia,Lesia,Lisha,Lyssa"
1077,Alyssia,"Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Lesia,Lisha,Lyssa"
1078,Alyx,"Alex,Alexa,Alexandra,Alexandrea,Alexandria,Ali,Allie,Ally,Lexa,Lexi,Lexie,Lexine,Lexy,Sandie,Sandy,Zandra"
1079,Alžběta,Eliška
1080,Alžbeta,Eliška
1081,Ama,
1082,Amaal,Amel
1083,Amabel,"Anabella,Anabelle,Annabel,Annabella,Annabelle,Arabella,Bella,Mabel,Mabelle,Mable,Mae,May,Maybelle"
1084,Amabilia,
1085,Amabilis,
1086,Amable,
1087,Amada,
1088,Amadej,
1089,Amadeo,
1090,Amadeu,
1091,Amadeus,
1092,Amadi,
1093,Amado,
1094,Amador,
1095,Amadou,Amadu
1096,Amadu,Amadou
1097,Amahle,
1098,Amaia,Amaya
1099,Amaka,"Chi,Chiamaka,Chichi"
1100,Amal,
1101,Amala,
1102,Amalasuintha,
1103,Amalbert,
1104,Amália,Amélia
1105,Amalia,"Amelia,Amelina"
1106,Amálie,
1107,Amalie,
1108,Amalija,Amelija
1109,Amaliya,
1110,Amalric,Emelrich
1111,Amalthea,Amaltheia
1112,Amaltheia,Amalthea
1113,Amâncio,
1114,Amancio,
1115,Amand,
1116,Amanda,"Mandi,Mandy"
1117,Amandeep,
1118,Amandine,
1119,Amando,
1120,Amandus,
1121,Amani,
1122,Amantius,
1123,Amar,
1124,Amara,
1125,Amarachi,
1126,Amaranta,
1127,Amarante,
1128,Amarantha,
1129,Amardeep,
1130,Amare,
1131,Amari,
1132,Amariah,
1133,Amarilis,
1134,Amarjeet,
1135,Amaro,
1136,Amaru,
1137,'Amaryahu,
1138,Amaryllis,
1139,Amata,
1140,Amaterasu,
1141,Amato,
1142,Amator,
1143,Amatore,
1144,Amatus,
1145,Amaury,
1146,Amaya,Amaia
1147,Ambakoum,
1148,Ámbar,
1149,Amber,
1150,Amberly,
1151,Amberlynn,
1152,Ambra,
1153,Ambram,
1154,Ambre,
1155,Ambrogino,Ambrogio
1156,Ambrogio,
1157,Ambroise,
1158,Ambroos,Broos
1159,Ambrose,
1160,Ambrosi,
1161,Ambrosia,
1162,Ambrosine,
1163,Ambrósio,
1164,Ambrosio,
1165,Ambrosios,Ambrosius
1166,Ambrosius,Ambrosios
1167,Ambrož,
1168,Ambrozije,
1169,Ambroży,
1170,Ambrus,
1171,Amé,
1172,Amedea,
1173,Amédée,
1174,Amedeo,
1175,Amée,
1176,Amel,Amaal
1177,Amela,
1178,Amélia,Amália
1179,Amelia,"Amalia,Amelina,Emelia,Millie,Milly"
1180,Amélie,
1181,Amelie,
1182,Amelija,Amalija
1183,Amelina,"Amalia,Amelia"
1184,Amen,"Ammon,Amon,Amun,Yamanu"
1185,Amenemhat,Amenemhet
1186,Amenemhet,Amenemhat
1187,Amenhotep,
1188,Ameqran,
1189,Ameretat,"Amordad,Amurdad,Mordad"
1190,América,
1191,America,
1192,Américo,
1193,Amerigo,
1194,Amery,"Emerie,Emery,Emory"
1195,Amethyst,
1196,Amets,
1197,Ameyalli,
1198,Amhlaidh,Aulay
1199,Amhlaoibh,
1200,Ami,"Aimee,Amie,Amy"
1201,Amias,
1202,Amice,
1203,Amichai,
1204,Amie,"Aimee,Ami,Amy"
1205,Amihan,
1206,Amika,
1207,Amila,
1208,Amílcar,
1209,Amilcare,
1210,Amilia,"Amelia,Em,Emelia,Emely,Emilee,Emily,Emmie,Emmy,Millie,Milly"
1211,Amin,Amine
1212,Əminə,
1213,Amina,"Aamina,Aaminah,Aminah,Emina"
1214,Aminah,"Aamina,Aaminah,Amina"
1215,Aminata,Aminatou
1216,Aminath,
1217,Aminatou,Aminata
1218,Aminda,
1219,Amine,"Amin,Emine"
1220,Aminta,
1221,Amir,"Aamir,Emir"
1222,Amira,Amirah
1223,Amirah,Amira
1224,Amiran,
1225,Amirani,
1226,Amis,
1227,Amista,
1228,Amit,
1229,Amita,
1230,Amitabh,
1231,Amitai,
1232,Amittai,
1233,Amity,
1234,Amiyah,
1235,Amjad,
1236,Amlaíb,
1237,Amleto,
1238,'Ammar,Ammar
1239,Ammar,'Ammar
1240,Ammiel,
1241,Ammon,"Amen,Amon,Amun,Yamanu"
1242,Amna,
1243,Amnon,
1244,Amon,"Amen,Ammon,Amun,Yamanu"
1245,Amondi,
1246,Amon-Ra,
1247,Amor,
1248,Amordad,"Ameretat,Amurdad,Mordad"
1249,Amore,
1250,Amos,
1251,Amosis,"Ahmose,Iahmesu"
1252,Amour,
1253,Amparo,
1254,Ampelio,
1255,Ampelios,Ampelius
1256,Ampelius,Ampelios
1257,Amporn,
1258,Amram,
1259,Amrit,
1260,Amrita,
1261,Amse,
1262,Amulius,
1263,Amun,"Amen,Ammon,Amon,Yamanu"
1264,Amund,
1265,Amurdad,"Ameretat,Amordad,Mordad"
1266,Amvrosiy,
1267,Amy,"Aimee,Ami,Amie"
1268,Amyas,
1269,Amyntas,
1270,An,
1271,Ana,"Anano,Anca,Ancuța,Anelia,Aneliya,Aneta,Ani,Anica,Anika,Anișoara,Anita,Anka,Ankica,Anna,Anuki,Anuša,Jana,Nuša"
1272,Anabel,Ana Isabel
1273,Anabela,
1274,Ana Belén,
1275,Anabella,"Anabelle,Annabel,Annabella,Annabelle,Arabella,Bella"
1276,Anabelle,"Anabella,Annabel,Annabella,Annabelle,Arabella,Bella"
1277,Anacleto,Cleto
1278,Anacletus,Anakletos
1279,Anaëlle,
1280,Anah,
1281,Anahera,
1282,Anahid,Anahit
1283,Anahit,Anahid
1284,Anahita,"Anaitis,Naheed,Nahid"
1285,Anaiah,
1286,Anaïs,"Aina,Anna"
1287,Ana Isabel,Anabel
1288,Anaitis,Anahita
1289,Anakin,
1290,Anakletos,Anacletus
1291,Anakoni,Akoni
1292,Ana María,
1293,Anamaria,
1294,Anamarija,
1295,Anan,Anani
1296,Anand,Ananda
1297,Ananda,Anand
1298,Anandi,
1299,Anani,Anan
1300,Ananias,Annas
1301,Anano,"Ana,Ani,Anuki"
1302,Anant,
1303,Ananta,
1304,Ananth,Anantha
1305,Anantha,Ananth
1306,Anapa,"Anoubis,Anubis"
1307,Anar,Anara
1308,Anara,Anar
1309,Anargul,
1310,Anargyros,
1311,Anaru,
1312,Anas,Anass
1313,Ana Sofía,
1314,Anass,Anas
1315,Anastácia,
1316,Anastacia,Anastasia
1317,Anastacio,Anastasio
1318,Anastas,Anastasiy
1319,Anastasia,"Anastacia,Anastasiya,Asya,Nastasia,Nastassia,Nastasya,Nastia,Nastya,Natasa,Stace,Stacey,Staci,Stacia,Stacie,Stacy,Stasya,Tasia,Tasoula"
1320,Anastasie,
1321,Anastasija,Staša
1322,Anastasio,Anastacio
1323,Anastasios,Anastasius
1324,Anastasius,Anastasios
1325,Anastasiy,Anastas
1326,Anastasiya,"Anastasia,Asya,Nastasia,Nastassia,Nastasya,Nastia,Nastya,Stasya"
1327,Anastázia,
1328,Anastázie,Anastazie
1329,Anastazie,Anastázie
1330,Anastazija,"Nastja,Staša"
1331,Anastazja,Stasia
1332,Anastazy,
1333,Anasztáz,
1334,Anasztázia,
1335,Anat,"Anath,Anatu"
1336,Anath,"Anat,Anatu"
1337,Anatjari,
1338,Anatol,
1339,Anatole,
1340,Anatoli,"Anatoliy,Anatoly"
1341,Anatolia,
1342,Anatolijs,
1343,Anatolios,Anatolius
1344,Anatolius,Anatolios
1345,Anatoliy,"Anatoli,Anatoly"
1346,Anatoly,"Anatoli,Anatoliy"
1347,Anatu,"Anat,Anath"
1348,Anaxagoras,
1349,Anaya,
1350,Anayeli,Nayeli
1351,Anbu,
1352,Anca,"Ana,Ancuța,Ani,Anișoara"
1353,Anĉjo,Antono
1354,Ancuța,"Ana,Anca,Ani,Anișoara"
1355,Anđa,"Anđela,Anđelka,Andjela"
1356,Ándaras,
1357,Andebert,
1358,Anđela,"Anđa,Anđelka,Andjela"
1359,Anděla,
1360,Anđelka,"Anđa,Anđela,Andjela"
1361,Anđelko,Anđelo
1362,Anđelo,Anđelko
1363,Andeolus,
1364,Ander,
1365,Anders,Andreas
1366,Anderson,
1367,Andi,"Andie,Andrea,Andy,Drea"
1368,Andie,"Andi,Andrea,Andrew,Andy,Drea,Drew"
1369,Andile,"Ayanda,Bandile,Sandile"
1370,Andjela,"Anđa,Anđela,Anđelka"
1371,Andon,"Anton,Antonij,Antoniy,Doncho,Dončo,Toni"
1372,Andoni,Antton
1373,Andor,"András,Andris,Bandi,Endre"
1374,Andra,"Alexandra,Sanda"
1375,Andrada,Andreea
1376,András,"Andor,Andris,Bandi,Endre"
1377,Andras,
1378,Andraste,
1379,Andraž,Andrej
1380,Andre,Dre
1381,André,
1382,Andréa,"Andrée,Andréia,Andreia"
1383,Andrea,"Andi,Andie,Andreja,Andrine,Andy,Drea,Ea"
1384,Andreas,"Anders,Andries,Dries"
1385,Andrée,Andréa
1386,Andreea,Andrada
1387,Andrei,Andrey
1388,Andréia,"Andréa,Andreia"
1389,Andreia,"Andréa,Andréia"
1390,Andreina,
1391,Andrej,"Andraž,Andreja,Andrija,Andro,Ondřej,Ondrej"
1392,Andreja,"Andrea,Andrej,Andrija"
1393,Andrejs,Andris
1394,Andrés,
1395,Andres,"Andrus,Anti"
1396,Andrés Felipe,
1397,Andreu,
1398,Andrew,"Andie,Andy,Drew"
1399,Andrey,Andrei
1400,Andria,Andro
1401,Andriana,
1402,Andries,"Andreas,Dries"
1403,Andrija,"Andrej,Andreja,Andro"
1404,Andrijana,
1405,Andrina,"Andi,Andie,Andrea,Andy,Drea"
1406,Andrine,"Andrea,Ea"
1407,Andris,"Andor,András,Andrejs,Bandi,Endre"
1408,Andrius,
1409,Andriy,
1410,Andro,"Andrej,Andria,Andrija"
1411,Androcles,Androkles
1412,Androkles,Androcles
1413,Andromache,
1414,Andromeda,
1415,Andronicus,Andronikos
1416,Andronikos,Andronicus
1417,Andrus,"Andres,Anti"
1418,Andrzej,Jędrzej
1419,Andy,"Andi,Andie,Andrea,Andrew,Drea,Drew"
1420,Andżelika,Angelika
1421,Ane,"Anika,Anna,Anni"
1422,Aneirin,"Aneurin,Neirin,Nye"
1423,Anej,Enej
1424,Anelia,"Ana,Aneliya,Anka,Anna,Neli"
1425,Anelie,"Anika,Anina,Anna,Anneli,Annelie,Anneliese,Anni"
1426,Aneliya,"Ana,Anelia,Anka,Anna,Neli"
1427,Anemone,
1428,Aneta,"Ana,Ani,Anika,Anka,Anna"
1429,Anett,
1430,Anette,Anne
1431,Aneurin,"Aneirin,Nye"
1432,Anežka,
1433,Anfisa,
1434,Ange,
1435,Ángel,Angelino
1436,Àngel,
1437,Angel,"Angela,Angjelko"
1438,Ángela,Angelita
1439,Àngela,
1440,Ângela,
1441,Angéla,
1442,Angela,"Angel,Angelia,Angelien,Angelina,Angie,Anzhela,Lina"
1443,Angèle,Angeline
1444,Ángeles,
1445,Angelia,"Angela,Angie"
1446,Angélica,
1447,Angelica,Anjelica
1448,Angelien,Angela
1449,Angelika,"Andżelika,Angyalka"
1450,Angeliki,Kiki
1451,Angelina,"Angela,Lina"
1452,Angeline,Angèle
1453,Angelino,"Ángel,Ângelo,Angelo,Angiolo,Lino"
1454,Angélique,
1455,Angelique,Lieke
1456,Angelita,Ángela
1457,Angelle,Angel
1458,Ângelo,Angelino
1459,Angelo,"Angelino,Angiolo,Lino"
1460,Angelos,
1461,Angelus,
1462,Angerona,
1463,Angharad,
1464,Anghel,
1465,Ànghela,
1466,Ànghelu,
1467,Angie,"Angel,Angela,Angelia"
1468,Angilberct,Engelbert
1469,Angiolo,"Angelino,Angelo,Lino"
1470,Angjelko,Angel
1471,Angra Mainyu,Ahriman
1472,Angrboða,
1473,Angus,"Aonghas,Aonghus,Gus,Innes"
1474,Angyalka,Angelika
1475,Anh,
1476,Anhelina,
1477,Ani,"Ana,Anano,Anca,Ancuța,Aneta,Anișoara,Anita,Anna,Anuki"
1478,Ania,"Anna,Annushka,Anya"
1479,Aníbal,
1480,Anica,"Ana,Anika,Anita,Anka,Ankica,Anuša,Jana,Nuša"
1481,Anicetus,Aniketos
1482,Aniela,
1483,Anielka,Aniela
1484,Anik,
1485,Anika,"Ana,Ane,Aneta,Anica,Anina,Anita,Anka,Anke,Ankica,Anna,Anneke,Anneli,Annelie,Annelien,Anni,Anouk,Ans,Antje,Anuša,Nuša"
1486,Aniket,
1487,Aniketos,Anicetus
1488,Anikó,"Anna,Panka,Panna,Panni"
1489,Anıl,
1490,Anil,
1491,Anila,
1492,Anima,
1493,Anina,"Anika,Anna,Anneli,Annelie,Anni"
1494,Aniol,
1495,Aniruddha,
1496,Anis,
1497,Anisa,
1498,Anise,
1499,Anish,
1500,Anisha,
1501,Anisim,
1502,Anișoara,"Ana,Anca,Ancuța,Ani"
1503,Anissa,Anna
